TILEMAP
17 13 							-- Size of tile map in tiles
64 64 							-- Tile size & block size
images/Map.png 	-- Tilesheet
32 1 							-- Number of tiles in tilesheet

13,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
13,0,0,0,0,0,0,21,21,21,21,0,0,0,0,0,13,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
13,0,0,0,0,15,15,15,15,15,15,0,0,0,0,0,13,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
13,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,13,
13,0,0,0,0,13,4,4,4,4,4,4,4,13,0,0,13,
13,0,0,0,0,13,13,13,13,13,13,13,13,13,0,0,13,
13,4,4,4,4,13,13,13,13,13,13,13,13,13,0,0,13,

