TILEMAP
17 13 							-- Size of tile map in tiles
64 64 							-- Tile size & block size
images/Map.png 	-- Tilesheet
32 1 							-- Number of tiles in tilesheet

16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
0,0,0,20,20,0,0,0,0,0,0,0,0,0,20,20,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
16,16,0,0,0,0,15,15,15,15,15,15,15,0,0,0,16,
16,16,0,0,0,0,15,15,15,15,15,15,15,0,0,0,16,
16,16,0,0,0,21,21,21,0,0,0,0,0,0,0,0,16,
16,16,0,0,0,21,0,0,0,0,0,19,0,0,0,19,16,
16,16,0,0,0,21,0,0,0,0,21,16,16,16,16,16,16,
16,16,0,0,0,0,16,16,0,0,0,16,16,16,16,16,16,
16,16,0,0,0,0,16,16,0,0,0,0,0,0,0,0,16,
16,16,19,19,0,19,16,16,19,19,0,0,0,19,0,0,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,16,
